pick_lat,pick_lon,drop_lat,drop_lon
40.781457,-73.979342,40.77103,-73.955485
40.767212,-73.98629,40.747287,-74.00094
40.766027,-73.965367,40.764277,-73.95854
40.767887,-73.96557,40.746417,-73.979102
40.77065,-73.980112,40.759227,-73.97029
40.762367,-73.986145,40.800402,-73.953742
40.722695,-74.008043,40.724515,-73.997512
40.745135,-73.991027,40.749755,-73.969108
40.745382,-73.982323,40.73529,-73.990187
40.768915,-73.96529,40.762342,-73.982008
40.782092,-73.954137,40.751697,-73.985615
40.782535,-73.957443,40.752807,-73.98799
40.760307,-73.995132,40.806082,-73.965238
40.715925,-73.99194,40.754332,-73.988835
40.70859,-74.004605,40.728575,-73.982025
40.777612,-73.954752,40.779167,-73.973862
40.727387,-73.985385,40.75376,-73.992267
40.780455,-73.957387,40.76485,-73.96457
40.740435,-73.994665,40.759337,-73.987505
40.752572,-74.002397,40.751517,-73.991988
40.766492,-73.96285,40.760202,-73.971992
40.771787,-73.978232,40.761297,-73.975127
40.756535,-73.989652,40.755412,-73.967938
40.767592,-73.962008,40.706152,-74.006457
40.740902,-73.985592,40.765812,-73.976472
40.763422,-73.975153,40.76546,-73.963565
40.769425,-73.951922,40.749182,-73.97136
40.734235,-74.00616,40.748912,-73.992832
40.759937,-73.970855,40.755302,-73.979807
40.731062,-73.99538,40.761892,-73.979157
40.764655,-73.970642,40.763315,-73.967377
40.785717,-73.980167,40.756547,-73.987655
40.742995,-74.000102,40.730775,-73.995735
40.765178,-73.98711,40.702073,-74.010005
40.76537,-73.959793,40.761567,-73.968052
40.748945,-73.984162,40.720447,-74.002587
40.739772,-73.987397,40.726747,-74.002818
40.745785,-73.990658,40.723262,-73.989992
40.799182,-73.96835,40.766667,-73.981693
40.723507,-74.003293,40.751302,-74.007155
40.73991,-73.995,40.751372,-73.978002
40.761372,-73.985662,40.763127,-73.974508
40.758788,-73.983307,40.765283,-73.97546
40.745617,-73.97795,40.748917,-73.975905
40.766645,-73.953838,40.71387,-74.013797
40.722947,-74.005142,40.741487,-73.988832
40.722485,-73.997062,40.720147,-74.001127
40.758435,-73.969727,40.747707,-73.972627
40.710845,-74.009147,40.750325,-73.973715
40.757052,-73.974422,40.740897,-73.985732
40.767312,-73.990035,40.777075,-73.964002
40.77682,-73.955342,40.760547,-73.971268
40.767087,-73.956557,40.765827,-73.960555
40.774637,-73.980822,40.769417,-73.989827
40.75583,-73.972705,40.769285,-73.995822
40.803417,-73.967248,40.78594,-73.97482
40.756257,-73.990457,40.759765,-73.980798
40.720791,-73.981073,40.747315,-73.972041
40.764927,-73.983493,40.767849,-73.969236
40.756101,-73.964435,40.725325,-73.996955
40.762449,-73.980282,40.771385,-73.978159
40.730188,-74.006772,40.749164,-73.988225
40.764084,-73.965004,40.755926,-73.974582
40.774466,-73.959754,40.758839,-73.973363
40.763478,-73.96755,40.75236,-73.970135
40.76422,-73.992037,40.758562,-73.985165
40.716026,-74.00887,40.734436,-74.006967
40.749183,-73.991993,40.737432,-73.993132
40.77384,-73.963837,40.756743,-73.974203
40.756457,-73.967427,40.761896,-73.986522
40.745059,-73.980727,40.713761,-74.010579
40.747333,-73.993654,40.734106,-73.997101
40.747822,-74.004007,40.754026,-73.989933
40.760648,-73.968947,40.761577,-73.972737
40.757138,-73.990039,40.760388,-73.980617
40.753835,-73.975958,40.763108,-73.974302
40.779463,-73.957792,40.772288,-73.954467
40.782388,-73.982425,40.784518,-73.956033
40.762052,-73.982268,40.765935,-73.989098
40.755003,-73.987324,40.751662,-73.990093
40.76041,-74.002854,40.730276,-73.992729
40.751821,-73.991293,40.741037,-73.988178
40.745107,-73.982809,40.729554,-73.993241
40.751477,-73.976974,40.756774,-73.989498
40.766407,-73.95397,40.774848,-73.958616
40.750916,-73.976429,40.728693,-73.994105
40.75278,-73.980822,40.75729,-73.963178
40.7648,-73.966317,40.762423,-73.967842
40.768593,-73.981156,40.77827,-73.980639
40.750368,-73.976359,40.721771,-73.999828
40.775743,-73.964597,40.757015,-73.989939
40.713142,-74.003989,40.749844,-73.981433
40.750547,-74.002094,40.743325,-73.991422
40.796623,-73.970074,40.804505,-73.967505
40.789673,-73.977338,40.756018,-73.974781
40.759302,-73.995656,40.743152,-73.972024
40.719153,-73.975682,40.724718,-73.993637
40.7789,-73.982214,40.757686,-74.000697
40.764151,-73.964743,40.738328,-73.989656
40.747269,-73.973868,40.71609,-73.996311
40.761906,-74.000526,40.766954,-73.997126
40.76412,-73.966773,40.741835,-73.989442
40.753934,-73.99071,40.74006,-73.988123
40.769699,-73.954776,40.763947,-73.976147
40.737243,-73.988982,40.751029,-73.980649
40.774133,-73.961209,40.758171,-73.973055
40.754903,-73.969715,40.762682,-73.973293
40.778448,-73.981721,40.804771,-73.962347
40.804329,-73.966748,40.769755,-73.988298
40.749671,-73.998972,40.737113,-73.981414
40.76123,-73.96626,40.78234,-73.98432
40.756864,-73.985587,40.772637,-73.979983
40.759558,-73.965024,40.744377,-73.984827
40.807864,-73.945748,40.762258,-73.982201
40.77237,-73.962746,40.759343,-73.983974
40.76786,-73.981833,40.762537,-73.973987
40.751385,-73.974972,40.70611,-74.007448
40.731923,-73.988143,40.72868,-74.007318
40.738924,-73.977119,40.70659,-74.002793
40.7629,-73.961929,40.778168,-73.977731
40.7444,-73.991713,40.733603,-73.992142
40.771365,-73.964181,40.774141,-73.957324
40.738512,-73.999472,40.740066,-74.005776
40.737224,-73.998412,40.756151,-74.002703
40.743882,-73.987767,40.756263,-73.983839
40.739888,-73.998369,40.728794,-74.006956
40.757462,-73.960934,40.763757,-73.967983
40.782222,-73.9455,40.75647,-73.982425
40.772237,-73.962909,40.749335,-73.984647
40.757467,-73.972552,40.72516,-73.997039
40.714014,-74.008719,40.747585,-73.983206
40.756411,-73.97888,40.758961,-73.984469
40.729396,-74.006623,40.75879,-73.97775
40.76617,-73.994244,40.749497,-73.995065
40.734803,-74.008199,40.740169,-73.992394
40.706032,-74.005988,40.706294,-74.005721
40.749079,-73.978498,40.727336,-73.995187
40.753681,-73.987351,40.704515,-74.0068
40.767219,-73.986362,40.762742,-74.000671
40.748872,-73.978157,40.701856,-74.011169
40.750695,-73.991089,40.707268,-74.011735
40.723724,-74.003835,40.736917,-73.997173
40.75323,-73.988738,40.758586,-73.999731
40.777623,-73.962934,40.749335,-73.984033
40.746017,-73.997873,40.739999,-74.002253
40.763568,-73.969307,40.748204,-73.984178
40.779213,-73.957837,40.785917,-73.952972
40.811144,-73.953642,40.806646,-73.961204
40.751662,-73.976713,40.707385,-74.008668
40.79145,-73.966449,40.750237,-73.984089
40.749067,-73.984103,40.740714,-73.992121
40.748362,-73.985016,40.739229,-73.99127
40.790565,-73.972922,40.798471,-73.939649
40.750701,-73.979029,40.753962,-73.989171
40.764789,-73.98223,40.750765,-74.005715
40.763613,-73.979544,40.769552,-73.993738
40.764559,-73.980503,40.756769,-73.976041
40.755549,-73.974721,40.76952,-73.951705
40.745902,-74.000273,40.744574,-73.984112
40.748997,-73.992343,40.723441,-73.999167
40.802911,-73.963941,40.78004,-73.974769
40.850595,-73.938375,40.842508,-73.942073
40.743231,-73.984298,40.724727,-73.997227
40.768524,-73.955343,40.768381,-73.967226
40.748273,-73.988175,40.703899,-74.008996
40.737428,-74.005045,40.726212,-74.009023
40.779681,-73.959748,40.779681,-73.959748
40.784178,-73.981177,40.788768,-73.970547
40.784293,-73.970027,40.774707,-73.961048
40.74615,-73.981508,40.738767,-73.994428
40.73705,-73.988819,40.729207,-74.005355
40.76659,-73.956552,40.754081,-73.990198
40.7539,-73.980748,40.754155,-73.998047
40.752906,-73.99278,40.760988,-73.980872
40.766183,-73.95245,40.7692,-73.957632
40.748943,-73.98643,40.773123,-73.982151
40.752623,-73.978692,40.773068,-73.964455
40.760734,-73.97146,40.768973,-73.965315
40.74955,-73.992661,40.740114,-74.005506
40.748883,-73.975054,40.735434,-73.988148
40.76743,-73.966484,40.754749,-73.975165
40.746764,-73.981857,40.706985,-74.006761
40.747493,-73.983416,40.758219,-73.978296
40.772858,-73.978414,40.77394,-73.980252
40.765461,-73.971762,40.761928,-73.974062
40.757565,-73.973305,40.748165,-73.980961
40.763665,-73.969365,40.750695,-73.979034
40.725473,-74.006038,40.72014,-73.99817
40.763976,-73.987583,40.74941,-73.99187
40.740886,-74.00759,40.751255,-73.97814
40.748343,-73.974765,40.756471,-73.969855
40.774645,-73.984359,40.76084,-73.969036
40.739015,-73.986856,40.752234,-73.979521
40.729787,-73.996454,40.753273,-73.980364
40.801426,-73.961187,40.761255,-73.967707
40.732913,-73.993617,40.750323,-73.994825
40.716621,-74.014461,40.725425,-74.004855
40.78932,-73.97015,40.783265,-73.97668
40.740812,-73.985441,40.708876,-74.007277
40.771294,-73.989409,40.807074,-73.964459
40.723984,-74.003196,40.757088,-73.973906
40.770552,-73.959839,40.784197,-73.956398
40.753749,-73.999756,40.810322,-73.951646
40.745473,-73.984817,40.739475,-73.989418
40.725096,-73.995055,40.740276,-73.988331
40.747328,-74.000995,40.7655,-73.958827
40.730396,-73.992486,40.743308,-73.992117
40.767111,-73.986262,40.753191,-73.996534
40.77583,-73.960184,40.792884,-73.952102
40.741916,-73.993464,40.764303,-73.970995
40.777199,-73.963628,40.742912,-73.996563
40.749727,-73.991272,40.725479,-74.000472
40.765412,-73.957633,40.78563,-73.953165
40.762127,-73.97071,40.754896,-73.976551
40.725651,-73.996435,40.709867,-74.01535
40.745058,-73.972585,40.778538,-73.948041
40.718458,-74.005077,40.729541,-73.99179
40.762947,-73.969629,40.774474,-73.9803
40.735948,-74.005976,40.749838,-73.995201
40.768205,-73.993011,40.751156,-74.005465
40.744906,-73.982327,40.762381,-73.972073
40.746279,-73.983981,40.739805,-73.992597
40.755479,-73.97461,40.760571,-73.97144
40.762091,-73.968705,40.752966,-73.974577
40.771136,-73.96422,40.742479,-73.988972
40.800738,-73.943822,40.76461,-73.957753
40.804271,-73.96676,40.780103,-73.984083
40.757943,-73.96233,40.752488,-73.994615
40.752682,-73.97274,40.772997,-73.955195
40.754611,-73.976262,40.758307,-74.0007
40.743259,-73.984209,40.734767,-73.994328
40.736746,-73.979452,40.75441,-73.999663
40.745486,-74.0058,40.750738,-73.978506
40.756423,-73.968239,40.76572,-73.955373
40.763893,-73.968195,40.726727,-73.995574
40.761244,-73.970829,40.749718,-73.981929
40.737883,-73.992347,40.73318,-74.006183
40.750478,-73.976593,40.729727,-73.986958
40.770325,-73.990977,40.788568,-73.953088
40.750649,-73.9945,40.7636,-73.976742
40.73947,-73.99522,40.72015,-73.999221
40.749951,-73.977262,40.749097,-73.992103
40.782254,-73.959916,40.773427,-73.981687
40.755548,-73.990798,40.760583,-73.97536
40.785513,-73.980319,40.77094,-73.980416
40.779953,-73.95465,40.762842,-73.962512
40.768042,-73.956025,40.772274,-73.966373
40.730911,-74.004297,40.715409,-74.01357
40.750484,-73.978279,40.737743,-73.991996
40.78945,-73.975498,40.781962,-73.983592
40.762717,-73.965718,40.779302,-73.954275
40.74054,-74.007775,40.76065,-74.002002
40.757202,-73.966707,40.746047,-73.986498
40.765312,-73.975238,40.76053,-74.00274
40.766345,-73.95185,40.751107,-73.990915
40.778472,-73.954252,40.753661,-73.977193
40.754702,-73.987638,40.74835,-73.984602
40.772277,-73.962537,40.752037,-73.977727
40.726065,-73.991728,40.755842,-73.967225
40.777422,-73.954635,40.759872,-73.98201
40.745447,-73.986735,40.70464,-74.008077
40.735892,-73.987177,40.756277,-74.003113
40.731442,-74.001217,40.748617,-73.976065
40.717862,-74.00552,40.779697,-73.962015
40.764897,-73.973452,40.770565,-73.98781
40.738027,-74.004377,40.75739,-73.97381
40.780625,-73.976307,40.768262,-73.970677
40.754337,-73.975432,40.7544,-73.99169
40.761467,-73.973345,40.774162,-73.963715
40.71367,-74.013817,40.71231,-74.014475
40.752902,-73.966207,40.753922,-73.971808
40.768327,-73.99254,40.739277,-73.994212
40.77343,-73.95999,40.741142,-73.988005
40.763125,-73.972787,40.744857,-73.982505
40.718257,-73.994805,40.716637,-74.005375
40.751225,-73.99404,40.78765,-73.953847
40.751802,-74.00491,40.745242,-73.98124
40.78675,-73.952633,40.718462,-74.000355
40.737692,-73.988102,40.75047,-73.978353
40.737972,-74.00815,40.723255,-73.999402
40.755612,-73.96174,40.770747,-73.962917
40.804346,-73.966752,40.785226,-73.977172
40.753102,-73.992448,40.757532,-74.000197
40.751382,-73.978575,40.73842,-73.987427
40.741615,-73.999055,40.756212,-73.990665
40.748375,-73.988492,40.754522,-73.974635
40.757457,-73.972425,40.755062,-73.982647
40.738547,-73.985342,40.745602,-73.996995
40.780477,-73.98012,40.806277,-73.961375
40.761998,-73.993797,40.767687,-73.989502
40.775612,-73.990125,40.765835,-73.98169
40.729052,-73.97701,40.762112,-73.960162
40.773775,-73.964175,40.739402,-73.989482
40.73494,-73.99431,40.728505,-73.999935
40.75675,-73.989812,40.758265,-74.00069
40.758937,-73.981612,40.759277,-73.975707
40.716202,-74.004385,40.749067,-73.991875
40.750132,-73.97899,40.738072,-73.99007
40.727267,-73.993605,40.759085,-73.97296
40.774045,-73.96299,40.77931,-73.961382
40.751242,-73.993962,40.755282,-73.982167
40.765232,-73.97527,40.7935,-73.966612
40.764055,-73.979662,40.717202,-74.003842
40.757718,-73.984919,40.753366,-73.99613
40.761032,-73.999042,40.752802,-73.97986
40.74624,-73.997705,40.75128,-74.00491
40.777525,-73.979057,40.772032,-73.961965
40.745477,-73.99432,40.737627,-73.99753
40.76125,-73.983155,40.75582,-73.98799
40.785947,-73.953165,40.762255,-73.968105
40.749,-73.991995,40.737777,-73.987842
40.764067,-73.995952,40.764067,-73.995952
40.754585,-73.971413,40.760937,-73.969077
40.77272,-73.96251,40.75602,-73.974452
40.736577,-73.988597,40.752972,-73.974667
40.747197,-73.989675,40.764342,-73.972852
40.72565,-73.993917,40.707452,-74.007587
40.795082,-73.965827,40.73226,-73.992817
40.800382,-73.962105,40.792677,-73.973225
40.73901,-74.00257,40.769802,-73.995047
40.772732,-73.962625,40.76135,-73.970602
40.750175,-73.973622,40.740487,-73.99652
40.755242,-73.976955,40.772335,-73.962905
40.7538,-73.971988,40.767092,-73.981122
40.768902,-73.965142,40.763982,-73.968872
40.756687,-73.961043,40.766415,-73.953128
40.744192,-73.98986,40.731562,-73.991557
40.754067,-73.987402,40.724737,-73.998662
40.765705,-73.965607,40.761262,-73.96915
40.76517,-73.968587,40.754395,-73.969282
40.780633,-73.95636,40.758947,-73.972757
40.740747,-74.00769,40.763557,-73.971537
40.761765,-73.979167,40.762657,-73.96592
40.734837,-73.990415,40.750147,-73.978992
40.74556,-74.00209,40.721737,-74.002655
40.726162,-73.998563,40.743885,-73.987437
40.760622,-74.002717,40.763907,-73.976702
40.761077,-73.99975,40.747017,-73.981095
40.804372,-73.966605,40.748102,-73.99528
40.739277,-73.982707,40.708727,-74.005212
40.759712,-73.995297,40.769287,-73.98889
40.712267,-73.995847,40.725987,-73.991912
40.7622,-73.971735,40.766032,-73.996837
40.757987,-73.97749,40.730597,-73.992552
40.765295,-73.97005,40.768582,-73.985207
40.723252,-74.00612,40.727937,-74.00593
40.747127,-73.980842,40.73964,-74.006202
40.718815,-74.005135,40.76449,-73.953568
40.766487,-73.97925,40.758217,-73.97096
40.788547,-73.970312,40.779927,-73.95723
40.755087,-73.986983,40.706332,-74.006145
40.736342,-73.997637,40.724517,-74.001857
40.741957,-73.989497,40.730282,-73.984172
40.745042,-73.995222,40.75166,-74.007695
40.733597,-73.997747,40.74157,-74.004452
40.760367,-74.002995,40.740237,-74.007795
40.7682,-73.982518,40.764557,-73.970977
40.768922,-73.988147,40.775847,-73.95624
40.744282,-73.976162,40.737407,-73.979465
40.739772,-73.987518,40.728667,-73.994068
40.740035,-73.994865,40.744935,-73.991175
40.766627,-73.979255,40.763557,-73.982325
40.747607,-73.980887,40.7402,-73.996107
40.767657,-73.982088,40.774917,-73.989818
40.760542,-74.002712,40.75917,-73.986443
40.741907,-73.993462,40.759002,-73.981555
40.781122,-73.97966,40.779415,-73.957685
40.748347,-73.973127,40.738837,-73.977052
40.7933,-73.967257,40.75148,-73.977047
40.739367,-73.999027,40.702632,-74.013945
40.773755,-73.982117,40.757977,-73.98547
40.759162,-73.99568,40.796192,-73.967223
40.760887,-73.979312,40.709447,-74.01041
40.764387,-73.970747,40.735975,-73.997825
40.74654,-73.990205,40.763207,-73.971587
40.749242,-73.991562,40.757427,-73.982188
40.809257,-73.959083,40.841135,-73.939842
40.73812,-73.995862,40.74508,-73.98465
40.726347,-73.994265,40.746512,-73.983657
40.752542,-73.993165,40.757747,-74.000355
40.74195,-73.99703,40.732087,-74.001358
40.769452,-73.960032,40.752217,-73.989622
40.751782,-73.973475,40.776355,-73.955602
40.756907,-73.97175,40.738227,-73.980073
40.765367,-73.975052,40.761002,-73.998322
40.758275,-73.966533,40.755112,-73.991212
40.77706,-73.955445,40.763392,-73.96945
40.765555,-73.98352,40.769697,-73.960542
40.762632,-73.969755,40.735505,-73.99144
40.733005,-74.006517,40.71396,-74.01428
40.737412,-73.996715,40.756547,-73.983197
40.765937,-73.96278,40.742222,-73.986575
40.765752,-73.954532,40.776482,-73.98844
40.770257,-73.960037,40.801852,-73.961227
40.807222,-73.960732,40.741425,-73.989698
40.759452,-73.962067,40.702052,-74.009863
40.76498,-73.954991,40.795547,-73.934616
40.787562,-73.971493,40.774195,-73.981165
40.73928,-74.00806,40.715402,-74.014292
40.742077,-73.974725,40.7558,-73.97609
40.74112,-74.001715,40.763632,-73.9962
40.769735,-73.964728,40.755582,-73.974952
40.753817,-73.984187,40.750192,-73.994195
40.741967,-73.9808,40.749475,-73.975512
40.732467,-73.99403,40.741992,-73.984895
40.771285,-73.963667,40.751517,-73.977912
40.73297,-73.9749,40.746665,-73.990007
40.748515,-73.984307,40.75127,-74.00513
40.762757,-73.979323,40.745437,-73.982395
40.801065,-73.95743,40.758185,-73.98522
40.759632,-73.964477,40.759632,-73.964477
40.74871,-73.981088,40.760812,-73.961145
40.763897,-73.98211,40.767095,-73.981977
40.807303,-73.964601,40.793665,-73.969636
40.782507,-73.97278,40.761622,-73.977985
40.755357,-73.96819,40.744992,-73.982352
40.749927,-73.991185,40.758832,-73.9707
40.719922,-74.0015,40.753385,-73.974508
40.777432,-73.954947,40.751047,-73.99044
40.744982,-73.998705,40.777887,-73.96108
40.753177,-73.972667,40.809665,-73.95979
40.738347,-73.985457,40.769522,-73.995232
40.747942,-73.998928,40.743517,-73.989407
40.766877,-73.953765,40.752537,-73.974355
40.707227,-74.01215,40.761932,-73.993785
40.704495,-74.013362,40.736132,-73.984283
40.732235,-73.993967,40.733895,-73.99828
40.70668,-74.004905,40.709302,-74.001892
40.76267,-73.969957,40.746027,-73.980047
40.784615,-73.973707,40.793617,-73.969373
40.76577,-73.976492,40.76056,-73.975497
40.766845,-73.966857,40.756472,-73.98493
40.766336,-73.96308,40.748265,-73.976079
40.748452,-73.98018,40.759622,-73.96897
40.731967,-73.98825,40.724797,-73.997287
40.75656,-73.974653,40.706327,-74.009595
40.761467,-73.969355,40.751345,-73.975932
40.75659,-73.974272,40.749082,-73.97977
40.723308,-73.995483,40.727549,-73.983238
40.740725,-74.005092,40.72584,-74.007555
40.741712,-74.001067,40.749662,-73.979382
40.725212,-74.004168,40.751262,-73.98678
40.74793,-74.004555,40.742797,-73.992917
40.77116,-73.96394,40.72577,-73.999797
40.739057,-73.97964,40.753587,-73.978715
40.762457,-73.975342,40.746582,-73.985895
40.742757,-73.996525,40.725117,-73.998118
40.76693,-73.978845,40.726005,-73.994865
40.767817,-73.995822,40.76944,-73.991977
40.737332,-74.0007,40.725682,-74.004912
40.752757,-73.993042,40.749397,-73.969405
40.755177,-73.991082,40.768242,-73.996162
40.76199,-73.966127,40.753145,-73.968135
40.73462,-73.990845,40.708942,-74.010793
40.754197,-73.99583,40.715872,-74.001613
40.757397,-73.966647,40.751807,-73.97714
40.750037,-73.97474,40.727297,-73.995065
40.779497,-73.953525,40.74973,-73.991747
40.775397,-73.962702,40.761362,-73.984335
40.770442,-73.962748,40.766612,-73.960015
40.79042,-73.976277,40.749945,-73.995017
40.763912,-73.97495,40.747585,-73.978633
40.748997,-73.988185,40.752385,-73.981777
40.75205,-73.987457,40.75847,-73.96987
40.770122,-73.979555,40.75998,-73.972515
40.732573,-74.007639,40.72522,-74.008345
40.777804,-73.954573,40.777335,-73.963542
40.737552,-73.996747,40.713998,-74.014263
40.733468,-73.987131,40.702323,-74.011052
40.721937,-74.004079,40.745357,-73.982471
40.765549,-73.972014,40.754223,-73.998188
40.721656,-73.997295,40.75359,-73.972267
40.708237,-74.017557,40.753426,-73.981263
40.752221,-73.985636,40.74726,-73.993285
40.790134,-73.977102,40.764232,-73.979411
40.818979,-73.95606,40.809216,-73.948943
40.747353,-74.00737,40.747353,-74.00737
40.761221,-73.999458,40.729461,-73.99648
40.769315,-73.965026,40.75123,-74.005292
40.783194,-73.945027,40.71352,-73.978197
40.75139,-73.991192,40.764706,-73.955275
40.764831,-73.966848,40.766774,-73.954259
40.755154,-73.968424,40.746487,-73.986012
40.745476,-73.998683,40.751596,-74.007811
40.778385,-73.98158,40.80868,-73.963192
40.751179,-73.978469,40.785477,-73.944153
40.776816,-73.982079,40.742362,-73.98971
40.736855,-73.993078,40.744945,-73.991554
40.754986,-73.987631,40.745321,-73.985192
40.731251,-73.982292,40.758323,-74.00053
40.761844,-74.000739,40.755413,-73.975304
40.753095,-73.996358,40.729301,-73.995991
40.745845,-73.984355,40.761895,-74.000558
40.769387,-73.98306,40.758152,-73.989141
40.717349,-74.008728,40.746014,-73.995138
40.760913,-73.979196,40.783315,-73.958885
40.733923,-73.998128,40.727922,-73.995784
40.753103,-73.986173,40.761783,-73.978917
40.739248,-73.986898,40.741164,-73.99602
40.730654,-74.001621,40.749955,-74.005341
40.781676,-73.971929,40.773147,-73.955134
40.765551,-73.955171,40.755616,-73.962004
40.772596,-73.963302,40.76852,-73.967352
40.790909,-73.972666,40.761105,-73.970705
40.731851,-74.000587,40.74384,-73.983662
40.771658,-73.986564,40.777359,-73.984002
40.779505,-73.945245,40.775554,-73.956071
40.757369,-73.990408,40.75364,-73.981348
40.743749,-73.985985,40.751565,-73.986969
40.773329,-73.978066,40.783603,-73.981685
40.724268,-73.984841,40.7402,-73.994864
40.776709,-73.953185,40.764811,-73.955235
40.760939,-73.958038,40.745657,-73.970587
40.759801,-73.974862,40.749811,-73.972421
40.772502,-73.963103,40.762174,-73.969974
40.779009,-73.958411,40.782631,-73.972958
40.759088,-73.962277,40.742378,-73.991323
40.739282,-73.982719,40.75064,-73.968398
40.750707,-73.994543,40.708162,-74.013316
40.78882,-73.976226,40.756959,-74.001309
40.761755,-73.960342,40.7375,-73.988072
40.752991,-73.978964,40.763902,-73.955877
40.760443,-73.968691,40.749429,-73.972492
40.769092,-73.951977,40.711589,-74.006868
40.766097,-73.979382,40.78034,-73.972923
40.77877,-73.962442,40.749715,-73.975475
40.769777,-73.979607,40.769777,-73.979607
40.76798,-73.982544,40.76812,-73.996305
40.743105,-74.007495,40.74866,-74.003591
40.770276,-73.991139,40.764473,-73.979501
40.756308,-73.961543,40.749757,-73.973953
40.782616,-73.95918,40.768904,-73.993796
40.753534,-73.992593,40.749424,-73.982822
40.739665,-74.00213,40.73624,-73.993875
40.762342,-73.975501,40.762035,-73.987011
40.731438,-73.990507,40.752186,-73.977083
40.748857,-73.975677,40.760774,-73.977378
40.735121,-74.006133,40.749416,-74.004106
40.746743,-73.981283,40.720397,-74.010082
40.749258,-73.991983,40.753822,-73.976357
40.756311,-73.994079,40.749933,-73.983701
40.773771,-73.98923,40.750327,-73.99509
40.760545,-74.00286,40.774005,-73.988623
40.73348,-73.999601,40.746711,-73.98379
40.751797,-73.985054,40.750453,-73.988211
40.776887,-73.961624,40.754941,-73.962922
40.783557,-73.974396,40.727872,-73.9934
40.751341,-73.974232,40.771369,-73.964188
40.716008,-74.011298,40.722605,-74.003406
40.744673,-74.006354,40.751862,-73.979782
40.735794,-73.989588,40.753514,-73.973388
40.76843,-73.98146,40.773939,-73.956765
40.765713,-73.963495,40.73821,-73.987833
40.760587,-73.982766,40.75786,-73.970427
40.763964,-73.98482,40.780513,-73.972788
40.771453,-73.964195,40.754086,-73.974063
40.756516,-73.976198,40.763276,-73.971519
40.751593,-73.975112,40.741267,-73.985668
40.745126,-73.998479,40.758312,-73.977781
40.755346,-73.979345,40.71621,-74.006045
40.755283,-73.975593,40.760253,-73.990776
40.73267,-74.007599,40.756383,-73.988047
40.779088,-73.973915,40.762133,-73.969715
40.778748,-73.955588,40.772323,-73.960874
40.707346,-74.016867,40.765512,-73.975781
40.751214,-73.979377,40.744382,-73.984555
40.747831,-73.975767,40.754852,-73.987004
40.794274,-73.97397,40.763098,-73.979584
40.7604,-74.0029,40.769063,-73.995719
40.775202,-73.959649,40.759522,-73.981063
40.782358,-73.948361,40.753155,-73.988967
40.750054,-73.991697,40.775789,-73.987365
40.733903,-73.990625,40.728632,-73.995982
40.745017,-73.991233,40.763895,-73.980525
40.734488,-73.992369,40.733671,-74.002895
40.755938,-73.965048,40.752092,-73.974875
40.750518,-73.99062,40.750236,-73.978449
40.789629,-73.975697,40.77846,-73.957295
40.759126,-73.975176,40.761594,-73.975223
40.762775,-73.981549,40.756176,-73.996937
40.756655,-73.997779,40.748936,-73.995808
40.75311,-73.966577,40.741158,-73.984597
40.75674,-73.976179,40.763469,-73.970023
40.734644,-73.992342,40.761294,-73.975198
40.789841,-73.966012,40.760002,-73.969939
40.778364,-73.949101,40.729429,-73.990102
40.7653,-73.965919,40.782973,-73.948294
40.752212,-73.972475,40.786474,-73.954314
40.78957,-73.966205,40.760557,-73.974029
40.782413,-73.975284,40.742696,-73.989659
40.74847,-73.980178,40.759568,-73.979675
40.702931,-74.014051,40.741832,-73.976412
40.720346,-74.009909,40.735003,-73.985898
40.738087,-73.987506,40.725737,-73.996004
40.735563,-74.007012,40.725827,-74.008367
40.778859,-73.977788,40.741408,-73.995312
40.792551,-73.975241,40.763131,-73.979809
40.752739,-73.993003,40.726596,-73.983173
40.742585,-73.986915,40.722931,-73.999984
40.735711,-74.008404,40.725483,-74.004569
40.720397,-74.005225,40.739599,-74.002144
40.772652,-73.978427,40.762732,-73.982247
40.746637,-73.98555,40.713544,-74.006704
40.763842,-73.97095,40.758002,-73.989085
40.76282,-73.969519,40.750843,-73.980177
40.770702,-73.964122,40.758878,-73.98494
40.762787,-73.993028,40.770029,-73.990353
40.793283,-73.940485,40.765192,-73.979995
40.764888,-73.977034,40.761355,-73.99948
40.756949,-73.971592,40.739547,-73.982989
40.769482,-73.984689,40.762844,-73.973694
40.769477,-73.991966,40.770403,-73.983376
40.743232,-73.974298,40.762835,-73.96973
40.715885,-74.013121,40.733207,-74.009009
40.73685,-73.986693,40.751281,-73.973956
40.748218,-74.005193,40.759785,-73.979671
40.744497,-74.006599,40.758339,-73.975219
40.763641,-73.980996,40.841428,-73.942259
40.759822,-73.976097,40.719482,-74.005445
40.735312,-73.991927,40.740554,-74.00183
40.786121,-73.951036,40.752109,-73.975344
40.779943,-73.950416,40.776007,-73.961314
40.767077,-73.979728,40.755152,-73.973495
40.75292,-74.00008,40.773718,-73.961805
40.755895,-73.973596,40.701952,-74.009761
40.751248,-74.005214,40.748114,-73.989014
40.772344,-73.963092,40.749959,-73.97911
40.76048,-73.987123,40.759552,-73.982393
40.789512,-73.973917,40.777347,-73.95474
40.750203,-73.978846,40.72449,-73.997704
40.750565,-73.976885,40.762449,-73.966616
40.735605,-73.993856,40.753627,-73.981954
40.825763,-73.951106,40.812317,-73.960925
40.718616,-74.005276,40.721934,-73.993468
40.760997,-73.991314,40.757796,-73.982598
